Register_No,Batch,Sex,Age,Address,Mother Education,Father Education,Financial Status,SSLC marks,PUC marks,BE_marks,Number of failures,Bad habits,Study time,Activities,Sports,Health,Scholarships
4RA17EC066,17,female,20,Urban,SSLC,PUC/Diploma,Medium,63,50,44,0,Yes,1,Yes,Yes,Good,Yes
4RA17EC067,17,female,20,Urban,SSLC,SSLC,Medium,80,78,70,0,No,3,No,No,Good,Yes
4RA17EC068,17,female,21,Urban,SSLC,Degree,Medium,33,48,54,1,No,4,No,Yes,Good,No
4RA17EC069,17,male,20,Urban,PUC/Diploma,PUC/Diploma,Poor,86,86,73,0,No,5,No,No,Good,No
4RA17EC070,17,female,20,Rural,SSLC,PUC/Diploma,Medium,70,85,83,0,Yes,1,No,Yes,Good,No
4RA17EC072,17,female,21,Rural,SSLC,PUC/Diploma,Medium,44,30,49,1,Yes,4,No,Yes,Good,No
4RA17EC073,17,male,22,Urban,SSLC,SSLC,Poor,51,45,32,1,No,4,No,Yes,Good,Yes
4RA17EC074,17,male,20,Urban,PUC/Diploma,PUC/Diploma,Medium,38,53,40,0,Yes,4,Yes,No,Poor,No
4RA17EC075,17,female,20,Rural,PUC/Diploma,Degree,Medium,49,58,66,0,Yes,1,Yes,Yes,Good,Yes
4RA17EE001,17,female,20,Urban,Degree,PUC/Diploma,Medium,92,91,88,0,No,3,Yes,Yes,Good,No
4RA17EE002,17,male,22,Urban,SSLC,PUC/Diploma,Poor,33,37,31,2,Yes,5,Yes,Yes,Good,No
4RA17EE003,17,female,20,Urban,SSLC,SSLC,Poor,82,69,63,0,No,3,No,Yes,Good,No
4RA17EE004,17,female,20,Urban,PUC/Diploma,Degree,Poor,66,65,63,0,Yes,5,No,Yes,Good,Yes
4RA17EE005,17,male,20,Urban,SSLC,PUC/Diploma,Medium,94,79,78,0,No,4,Yes,Yes,Good,Yes
4RA17EE006,17,female,20,Rural,SSLC,PUC/Diploma,Medium,48,39,35,0,No,5,No,Yes,Good,No
4RA17EE007,17,male,21,Urban,PUC/Diploma,SSLC,Medium,72,77,76,0,No,4,No,Yes,Poor,No
4RA17EE008,17,male,21,Urban,SSLC,Degree,Medium,37,28,47,1,No,2,No,No,Poor,No
4RA17EE009,17,female,20,Rural,Degree,PUC/Diploma,Poor,65,58,49,0,No,1,Yes,No,Good,Yes
4RA17EE011,17,female,19,Rural,PUC/Diploma,PUC/Diploma,Medium,72,87,87,0,Yes,1,No,Yes,Poor,Yes
4RA17EE012,17,female,20,Rural,SSLC,Degree,Poor,46,37,35,0,Yes,3,Yes,Yes,Good,Yes
4RA17EE013,17,female,20,Urban,SSLC,PUC/Diploma,Medium,64,49,43,0,No,1,No,No,Good,Yes
4RA17EE014,17,female,20,Urban,PUC/Diploma,PUC/Diploma,Poor,85,70,58,0,Yes,5,Yes,No,Good,No
4RA17EE015,17,male,20,Urban,Degree,SSLC,Medium,74,88,83,0,Yes,3,Yes,No,Good,Yes
4RA17EE016,17,female,20,Urban,PUC/Diploma,Degree,Poor,55,55,55,0,No,1,No,Yes,Poor,No
4RA17EE017,17,female,20,Rural,Degree,SSLC,Medium,56,59,68,0,No,5,No,Yes,Good,Yes
4RA17EE018,17,female,20,Urban,SSLC,SSLC,Rich,72,80,76,0,No,1,No,No,Good,No
4RA17EE019,17,female,20,Rural,PUC/Diploma,Degree,Poor,49,47,59,0,Yes,5,Yes,No,Good,Yes
4RA17EE020,17,female,20,Urban,PUC/Diploma,PUC/Diploma,Rich,50,48,55,0,No,1,No,Yes,Good,No
4RA17EE021,17,male,19,Rural,Degree,PUC/Diploma,Medium,67,63,66,0,Yes,2,Yes,No,Good,Yes
4RA17EE022,17,female,20,Urban,SSLC,Degree,Medium,66,56,66,0,No,4,No,No,Poor,No
4RA17EE023,17,male,20,Urban,Degree,PUC/Diploma,Medium,55,62,70,0,Yes,5,No,No,Poor,Yes
4RA17EE024,17,female,20,Rural,SSLC,SSLC,Poor,44,53,51,0,No,3,Yes,No,Good,Yes
4RA17EE025,17,female,20,Urban,PUC/Diploma,Degree,Medium,93,82,74,0,No,3,No,Yes,Poor,Yes
4RA17EE026,17,male,20,Rural,SSLC,PUC/Diploma,Medium,91,84,69,0,Yes,5,Yes,Yes,Good,No
4RA17EE027,17,male,20,Rural,PUC/Diploma,PUC/Diploma,Poor,81,84,74,0,Yes,3,Yes,Yes,Good,No
4RA17EE028,17,male,20,Rural,SSLC,PUC/Diploma,Medium,69,58,70,0,Yes,4,Yes,Yes,Poor,Yes
4RA17EE029,17,male,19,Rural,PUC/Diploma,SSLC,Rich,63,68,69,0,No,2,No,Yes,Good,No
4RA17EE031,17,male,20,Rural,SSLC,Degree,Poor,76,86,84,0,Yes,2,Yes,Yes,Good,Yes
4RA17EE032,17,female,20,Rural,Degree,PUC/Diploma,Medium,69,69,72,0,Yes,3,Yes,Yes,Good,No
4RA17EE033,17,female,20,Rural,SSLC,PUC/Diploma,Medium,92,91,87,0,No,4,No,No,Good,Yes
4RA17EE034,17,male,21,Urban,SSLC,PUC/Diploma,Rich,81,79,78,0,Yes,1,Yes,Yes,Good,No
4RA17EE035,17,male,20,Urban,PUC/Diploma,SSLC,Medium,66,57,58,0,Yes,1,No,No,Good,No
4RA17EE036,17,female,20,Urban,SSLC,PUC/Diploma,Rich,63,62,48,0,Yes,2,Yes,No,Poor,Yes
4RA17EE037,17,male,20,Urban,SSLC,PUC/Diploma,Medium,70,56,53,0,Yes,3,No,No,Good,No
4RA17EE038,17,female,20,Rural,SSLC,SSLC,Medium,81,79,71,0,Yes,5,Yes,Yes,Good,Yes
4RA17EE039,17,male,20,Urban,PUC/Diploma,SSLC,Medium,84,83,70,0,No,2,No,Yes,Good,Yes
4RA17EE040,17,male,20,Urban,SSLC,SSLC,Medium,76,91,80,0,No,5,No,Yes,Good,No
4RA17EE041,17,female,22,Urban,PUC/Diploma,Degree,Rich,35,26,26,2,Yes,3,Yes,No,Good,Yes
4RA17EE042,17,female,21,Rural,SSLC,PUC/Diploma,Poor,44,36,28,1,Yes,5,No,No,Poor,Yes
4RA17EE043,17,male,20,Urban,PUC/Diploma,Degree,Rich,76,62,63,0,No,3,Yes,Yes,Good,No
4RA17EE044,17,female,20,Rural,Degree,PUC/Diploma,Medium,72,70,70,0,No,3,Yes,No,Good,Yes
4RA17EE045,17,male,20,Urban,PUC/Diploma,PUC/Diploma,Rich,90,85,85,0,No,3,No,Yes,Poor,No
4RA17EE047,17,female,20,Urban,Degree,PUC/Diploma,Medium,88,75,62,0,Yes,1,No,Yes,Poor,No
4RA17EE048,17,male,20,Urban,SSLC,Degree,Medium,81,74,69,0,No,2,Yes,Yes,Poor,No
4RA17EE049,17,male,20,Urban,SSLC,SSLC,Medium,69,82,79,0,Yes,3,No,Yes,Good,Yes
4RA17EE050,17,male,20,Urban,SSLC,PUC/Diploma,Medium,82,69,54,0,No,1,Yes,No,Good,No
4RA17EE051,17,female,20,Urban,Degree,SSLC,Poor,78,76,72,0,Yes,2,No,Yes,Good,Yes
4RA17EE052,17,female,21,Urban,Degree,PUC/Diploma,Rich,33,55,60,1,Yes,5,No,No,Good,Yes
4RA17EE053,17,female,21,Rural,SSLC,Degree,Medium,44,33,50,1,Yes,1,No,Yes,Good,Yes
4RA17EE054,17,female,20,Urban,PUC/Diploma,SSLC,Poor,39,51,41,0,No,4,No,No,Good,No
4RA17EE055,17,male,19,Rural,SSLC,PUC/Diploma,Medium,88,86,78,0,Yes,5,No,Yes,Good,Yes
4RA17EE056,17,male,20,Urban,SSLC,SSLC,Medium,76,73,59,0,Yes,1,Yes,No,Good,Yes
4RA17EE057,17,male,20,Rural,SSLC,Degree,Poor,53,53,66,0,No,3,No,Yes,Good,No
4RA17EE058,17,male,20,Urban,SSLC,PUC/Diploma,Rich,94,86,71,0,Yes,1,Yes,Yes,Good,Yes
4RA17EE059,17,female,20,Rural,PUC/Diploma,PUC/Diploma,Poor,93,81,80,0,Yes,4,Yes,No,Good,Yes
4RA17EE060,17,female,20,Urban,Degree,SSLC,Poor,47,39,38,0,Yes,3,No,No,Good,No
4RA17EE061,17,female,20,Urban,Degree,SSLC,Medium,93,79,69,0,Yes,3,Yes,No,Good,No
4RA17EE062,17,male,20,Rural,PUC/Diploma,SSLC,Medium,39,47,45,0,Yes,2,No,No,Good,Yes
4RA17EE063,17,female,20,Urban,SSLC,PUC/Diploma,Medium,96,83,80,0,No,3,No,Yes,Good,Yes
4RA17EE064,17,female,20,Urban,SSLC,PUC/Diploma,Medium,50,61,47,0,No,3,No,No,Good,Yes
4RA17EE065,17,female,20,Rural,SSLC,Degree,Poor,95,79,77,0,No,2,Yes,Yes,Poor,No
4RA17EE066,17,female,21,Rural,SSLC,SSLC,Rich,37,41,30,1,Yes,5,Yes,No,Good,No
4RA17EE067,17,female,20,Rural,Degree,PUC/Diploma,Medium,96,96,80,0,No,4,No,No,Good,No
4RA17EE068,17,male,20,Rural,SSLC,SSLC,Poor,42,55,63,0,Yes,2,Yes,No,Good,Yes
4RA17EE069,17,male,20,Urban,SSLC,Degree,Poor,51,61,58,0,No,4,No,Yes,Good,Yes
4RA17EE070,17,male,22,Urban,PUC/Diploma,PUC/Diploma,Medium,38,34,29,2,Yes,3,No,Yes,Good,No
4RA17EE071,17,male,20,Urban,SSLC,PUC/Diploma,Medium,81,72,72,0,No,3,No,Yes,Good,Yes
4RA17EE072,17,female,20,Urban,SSLC,PUC/Diploma,Medium,73,76,80,0,Yes,5,No,Yes,Good,Yes
4RA17EE073,17,female,20,Rural,SSLC,SSLC,Medium,87,75,63,0,No,5,No,No,Good,No
4RA17EE074,17,male,20,Rural,SSLC,PUC/Diploma,Medium,63,51,46,0,Yes,3,No,Yes,Good,No
4RA17EE075,17,male,20,Urban,PUC/Diploma,PUC/Diploma,Poor,53,53,53,0,Yes,5,No,No,Good,No
4RA17IS001,17,female,20,Urban,SSLC,SSLC,Medium,83,92,84,0,No,5,No,No,Good,No
4RA17IS002,17,female,20,Urban,SSLC,PUC/Diploma,Medium,79,72,81,0,No,3,No,Yes,Good,Yes
4RA17IS003,17,female,20,Urban,PUC/Diploma,SSLC,Medium,70,79,71,0,Yes,5,Yes,No,Good,No
4RA17IS004,17,male,20,Rural,SSLC,SSLC,Medium,80,78,71,0,No,1,No,Yes,Poor,Yes
4RA17IS005,17,female,20,Rural,PUC/Diploma,Degree,Poor,83,80,72,0,No,1,Yes,Yes,Good,No
4RA17IS006,17,male,20,Urban,PUC/Diploma,PUC/Diploma,Medium,90,90,81,0,Yes,2,Yes,Yes,Good,No
4RA17IS008,17,female,20,Rural,PUC/Diploma,PUC/Diploma,Poor,79,69,66,0,No,5,No,Yes,Good,No
4RA17IS009,17,female,20,Rural,PUC/Diploma,PUC/Diploma,Medium,53,65,58,0,No,3,Yes,Yes,Good,Yes
4RA17IS010,17,male,21,Rural,SSLC,PUC/Diploma,Rich,39,28,40,1,No,1,No,No,Poor,Yes
4RA17IS011,17,male,20,Rural,SSLC,PUC/Diploma,Poor,72,65,69,0,No,2,No,Yes,Good,Yes
4RA17IS012,17,male,20,Rural,SSLC,PUC/Diploma,Medium,37,48,50,0,Yes,5,Yes,No,Good,No
4RA17IS013,17,female,20,Urban,SSLC,SSLC,Rich,79,82,70,0,No,4,No,No,Good,Yes
4RA17IS014,17,female,21,Rural,PUC/Diploma,Degree,Medium,34,36,46,1,Yes,2,Yes,No,Good,Yes
4RA17IS015,17,male,21,Rural,Degree,PUC/Diploma,Rich,56,42,34,1,Yes,2,Yes,No,Good,No
4RA17IS016,17,male,20,Rural,SSLC,PUC/Diploma,Medium,51,51,37,0,Yes,2,No,No,Poor,Yes
4RA17IS017,17,female,21,Urban,SSLC,PUC/Diploma,Medium,38,35,31,1,Yes,5,Yes,Yes,Good,Yes
4RA17IS018,17,male,20,Urban,SSLC,PUC/Diploma,Medium,49,37,40,0,Yes,2,Yes,No,Poor,No
4RA17IS019,17,female,20,Urban,SSLC,Degree,Medium,72,57,49,0,No,5,Yes,Yes,Good,Yes
4RA17IS020,17,male,20,Rural,SSLC,PUC/Diploma,Rich,74,85,82,0,No,5,Yes,Yes,Poor,Yes
4RA17IS021,17,male,20,Rural,Degree,PUC/Diploma,Rich,37,37,49,0,Yes,3,No,No,Good,No
4RA17IS022,17,female,20,Rural,SSLC,SSLC,Medium,96,88,69,0,No,3,Yes,Yes,Good,Yes
4RA17IS023,17,female,20,Urban,SSLC,PUC/Diploma,Medium,67,68,80,0,No,4,No,No,Poor,No
4RA17IS024,17,female,20,Rural,SSLC,PUC/Diploma,Medium,75,65,75,0,Yes,3,No,Yes,Poor,No
4RA17IS025,17,male,20,Urban,SSLC,PUC/Diploma,Medium,94,89,73,0,No,4,Yes,No,Good,Yes
4RA17IS026,17,female,20,Rural,SSLC,SSLC,Poor,62,63,67,0,Yes,5,No,Yes,Good,Yes
4RA17IS027,17,female,20,Urban,PUC/Diploma,SSLC,Medium,61,69,73,0,No,3,No,Yes,Good,No
4RA17IS028,17,female,20,Rural,SSLC,PUC/Diploma,Medium,50,62,51,0,Yes,3,No,No,Good,Yes
4RA17IS029,17,female,20,Rural,SSLC,PUC/Diploma,Medium,54,62,56,0,No,5,No,Yes,Poor,Yes
4RA17IS030,17,female,20,Rural,Degree,Degree,Poor,57,50,43,0,No,2,Yes,No,Good,No
4RA17IS032,17,male,20,Urban,Degree,PUC/Diploma,Medium,96,90,77,0,No,5,Yes,Yes,Poor,Yes
4RA17IS033,17,female,21,Rural,SSLC,Degree,Medium,40,47,34,1,No,4,Yes,No,Poor,No
4RA17IS034,17,male,20,Rural,Degree,PUC/Diploma,Medium,38,48,50,0,Yes,3,No,No,Good,Yes
4RA17IS035,17,female,20,Urban,SSLC,Degree,Medium,76,91,80,0,No,5,Yes,No,Good,Yes
4RA17IS036,17,female,20,Urban,SSLC,Degree,Poor,59,59,73,0,Yes,5,No,No,Good,No
4RA17IS037,17,female,20,Rural,Degree,PUC/Diploma,Medium,84,79,74,0,Yes,2,No,No,Poor,No
4RA17IS038,17,female,20,Urban,PUC/Diploma,PUC/Diploma,Poor,41,52,67,0,Yes,2,Yes,No,Good,Yes
4RA17IS039,17,female,20,Urban,SSLC,Degree,Medium,43,40,35,0,No,1,No,No,Good,No
4RA17IS040,17,female,20,Urban,PUC/Diploma,SSLC,Rich,61,62,59,0,No,4,Yes,Yes,Good,Yes
4RA17IS041,17,male,20,Rural,Degree,Degree,Medium,77,76,70,0,No,5,Yes,No,Poor,Yes
4RA17IS042,17,female,20,Rural,SSLC,PUC/Diploma,Rich,75,75,72,0,Yes,1,Yes,Yes,Good,Yes
4RA17IS043,17,female,20,Rural,SSLC,PUC/Diploma,Medium,86,91,80,0,No,2,No,No,Good,No
4RA17IS044,17,male,20,Rural,Degree,PUC/Diploma,Medium,52,45,60,0,Yes,5,No,No,Good,Yes
4RA17IS045,17,male,21,Rural,PUC/Diploma,PUC/Diploma,Medium,42,28,55,1,Yes,1,Yes,No,Good,No
4RA17IS047,17,female,20,Rural,SSLC,Degree,Rich,74,69,79,0,Yes,5,Yes,Yes,Good,Yes
4RA17IS048,17,female,20,Urban,SSLC,PUC/Diploma,Poor,54,53,63,0,No,4,No,No,Good,Yes
4RA17IS049,17,male,20,Rural,PUC/Diploma,PUC/Diploma,Medium,87,76,83,0,Yes,2,Yes,No,Good,Yes
4RA17IS050,17,female,20,Urban,PUC/Diploma,Degree,Medium,59,44,35,0,Yes,5,Yes,Yes,Good,No
4RA17IS051,17,female,20,Urban,SSLC,Degree,Rich,68,75,64,0,No,4,Yes,Yes,Good,Yes
4RA17IS052,17,female,20,Rural,SSLC,SSLC,Medium,90,83,83,0,Yes,4,No,No,Poor,No
4RA17IS053,17,male,21,Rural,Degree,PUC/Diploma,Poor,52,40,30,1,Yes,1,No,Yes,Good,Yes
4RA17IS054,17,male,20,Rural,PUC/Diploma,PUC/Diploma,Rich,55,58,69,0,No,1,Yes,Yes,Good,No
4RA17IS055,17,female,20,Rural,SSLC,PUC/Diploma,Medium,78,65,51,0,No,5,Yes,No,Poor,No
4RA17IS056,17,female,20,Rural,PUC/Diploma,PUC/Diploma,Poor,88,91,82,0,Yes,3,Yes,No,Good,Yes
4RA17IS057,17,female,20,Urban,SSLC,SSLC,Medium,52,57,49,0,Yes,5,No,No,Good,No
4RA17IS058,17,female,20,Urban,SSLC,PUC/Diploma,Poor,51,48,52,0,Yes,3,No,No,Good,Yes
4RA17IS059,17,male,20,Rural,SSLC,PUC/Diploma,Medium,87,75,79,0,No,5,Yes,Yes,Good,Yes
4RA17IS060,17,male,22,Urban,SSLC,SSLC,Medium,35,28,33,2,No,5,Yes,No,Poor,No
4RA17IS061,17,male,20,Urban,PUC/Diploma,SSLC,Medium,61,58,61,0,Yes,5,Yes,Yes,Good,No
4RA17IS062,17,male,20,Urban,PUC/Diploma,PUC/Diploma,Medium,53,63,69,0,No,2,No,No,Good,No
4RA17IS063,17,male,21,Rural,PUC/Diploma,SSLC,Poor,37,31,54,1,No,2,Yes,Yes,Good,No
4RA17IS064,17,female,20,Urban,SSLC,Degree,Medium,86,72,74,0,Yes,5,No,No,Good,No
4RA17IS065,17,female,20,Urban,SSLC,PUC/Diploma,Poor,38,35,50,0,No,4,Yes,Yes,Good,Yes
4RA17IS066,17,female,20,Rural,PUC/Diploma,SSLC,Medium,58,56,44,0,Yes,4,Yes,Yes,Good,Yes
4RA17IS067,17,male,22,Rural,Degree,Degree,Medium,41,33,25,2,Yes,1,Yes,Yes,Poor,No
4RA17IS068,17,male,21,Rural,SSLC,PUC/Diploma,Medium,40,37,27,1,Yes,2,No,No,Good,No
4RA17IS069,17,male,19,Rural,SSLC,SSLC,Poor,74,65,72,0,No,5,Yes,No,Good,No
4RA17IS070,17,male,20,Urban,PUC/Diploma,SSLC,Medium,59,67,67,0,Yes,3,No,No,Good,Yes
4RA17IS071,17,female,21,Urban,PUC/Diploma,PUC/Diploma,Medium,34,44,56,1,No,2,Yes,No,Good,Yes
4RA17IS072,17,male,20,Urban,Degree,SSLC,Rich,90,80,82,0,No,4,No,No,Good,Yes
4RA17IS073,17,female,20,Rural,PUC/Diploma,PUC/Diploma,Poor,58,57,42,0,No,3,Yes,No,Good,Yes
4RA17IS074,17,female,20,Urban,SSLC,PUC/Diploma,Medium,68,56,53,0,No,5,Yes,Yes,Good,Yes
4RA17IS075,17,male,20,Urban,PUC/Diploma,PUC/Diploma,Rich,62,52,52,0,No,4,Yes,Yes,Good,No
4RA17ME001,17,male,20,Urban,SSLC,PUC/Diploma,Poor,79,81,81,0,No,1,Yes,No,Poor,Yes
4RA17ME002,17,male,20,Rural,SSLC,SSLC,Medium,36,49,50,0,No,4,No,No,Poor,Yes
4RA17ME004,17,female,20,Rural,SSLC,SSLC,Rich,91,87,72,0,No,2,No,Yes,Good,Yes
4RA17ME005,17,female,20,Urban,Degree,PUC/Diploma,Medium,69,81,71,0,No,5,Yes,No,Poor,No
4RA17ME006,17,female,20,Urban,PUC/Diploma,PUC/Diploma,Medium,40,54,58,0,No,1,Yes,Yes,Good,No
4RA17ME007,17,male,20,Rural,SSLC,PUC/Diploma,Medium,37,46,60,0,Yes,1,No,Yes,Poor,No
4RA17ME008,17,male,20,Rural,SSLC,PUC/Diploma,Medium,44,46,61,0,Yes,4,No,No,Good,No
4RA17ME009,17,male,20,Rural,SSLC,SSLC,Medium,81,85,77,0,No,1,No,Yes,Poor,Yes
4RA17ME010,17,female,20,Urban,SSLC,PUC/Diploma,Rich,96,89,69,0,Yes,3,Yes,Yes,Good,Yes
4RA17ME011,17,male,20,Rural,SSLC,PUC/Diploma,Rich,44,49,40,0,No,5,No,No,Poor,No
4RA17ME012,17,female,20,Rural,PUC/Diploma,PUC/Diploma,Medium,49,50,62,0,No,3,No,Yes,Good,Yes
4RA17ME013,17,male,20,Rural,SSLC,PUC/Diploma,Medium,47,47,62,0,Yes,4,No,No,Poor,No
4RA17ME014,17,female,20,Rural,PUC/Diploma,PUC/Diploma,Rich,35,43,49,0,No,4,Yes,No,Good,Yes
4RA17ME015,17,female,20,Rural,PUC/Diploma,SSLC,Rich,63,73,78,0,No,5,No,No,Good,Yes
4RA17ME016,17,male,20,Urban,PUC/Diploma,Degree,Poor,53,65,62,0,Yes,2,No,Yes,Poor,No
4RA17ME017,17,female,21,Urban,SSLC,Degree,Rich,39,32,37,1,Yes,2,No,No,Good,No
4RA17ME018,17,female,20,Urban,SSLC,PUC/Diploma,Medium,45,39,37,0,No,1,Yes,No,Good,No
4RA17ME019,17,female,20,Rural,Degree,SSLC,Medium,81,67,57,0,Yes,5,No,Yes,Good,No
4RA17ME020,17,female,20,Urban,SSLC,PUC/Diploma,Medium,52,44,48,0,No,2,Yes,No,Good,No
4RA17ME021,17,female,20,Urban,SSLC,Degree,Medium,44,55,46,0,No,5,No,Yes,Good,Yes
4RA17ME022,17,female,20,Rural,SSLC,SSLC,Medium,62,74,66,0,No,4,Yes,No,Good,Yes
4RA17ME023,17,female,20,Urban,Degree,PUC/Diploma,Rich,38,43,42,0,Yes,5,No,No,Good,No
4RA17ME024,17,male,20,Urban,Degree,Degree,Rich,64,60,73,0,Yes,4,No,Yes,Good,No
4RA17ME025,17,male,20,Urban,PUC/Diploma,PUC/Diploma,Medium,72,79,75,0,No,5,Yes,Yes,Good,No
4RA17ME027,17,male,20,Urban,SSLC,SSLC,Medium,75,87,78,0,No,2,Yes,No,Poor,Yes
4RA17ME028,17,male,20,Rural,Degree,SSLC,Medium,90,79,68,0,Yes,4,No,Yes,Good,No
4RA17ME029,17,female,21,Urban,PUC/Diploma,SSLC,Medium,37,37,32,1,Yes,1,No,No,Good,No
4RA17ME030,17,male,20,Urban,SSLC,Degree,Poor,54,67,78,0,No,1,No,Yes,Good,Yes
4RA17ME031,17,male,20,Rural,SSLC,SSLC,Rich,82,78,76,0,No,3,No,Yes,Good,No
4RA17ME032,17,male,20,Rural,PUC/Diploma,PUC/Diploma,Medium,75,90,78,0,Yes,4,No,No,Good,Yes
4RA17ME033,17,female,20,Urban,SSLC,Degree,Medium,76,87,83,0,Yes,2,Yes,Yes,Good,Yes
4RA17ME034,17,female,20,Urban,Degree,PUC/Diploma,Medium,62,50,40,0,No,2,No,Yes,Good,No
4RA17ME036,17,male,20,Rural,PUC/Diploma,SSLC,Rich,74,72,59,0,No,2,Yes,No,Good,No
4RA17ME037,17,male,21,Rural,PUC/Diploma,PUC/Diploma,Poor,75,65,52,0,No,2,Yes,Yes,Good,Yes
4RA17ME038,17,male,20,Rural,Degree,Degree,Medium,85,92,83,0,No,4,No,No,Poor,No
4RA17ME039,17,female,20,Urban,PUC/Diploma,PUC/Diploma,Poor,95,94,70,0,No,4,No,No,Poor,No
4RA17ME040,17,female,20,Urban,PUC/Diploma,PUC/Diploma,Medium,63,48,55,0,No,1,No,Yes,Good,No
4RA17ME041,17,female,20,Urban,SSLC,SSLC,Rich,85,74,70,0,No,3,Yes,No,Good,Yes
4RA17ME042,17,female,21,Rural,SSLC,Degree,Medium,41,27,53,1,Yes,1,Yes,Yes,Good,Yes
4RA17ME043,17,female,20,Urban,PUC/Diploma,Degree,Medium,84,89,87,0,No,5,No,Yes,Good,Yes
4RA17ME044,17,male,20,Urban,Degree,PUC/Diploma,Medium,68,82,74,0,No,5,No,No,Good,No
4RA17ME045,17,male,21,Urban,SSLC,SSLC,Medium,36,27,45,1,No,4,No,Yes,Good,Yes
4RA17ME046,17,male,20,Urban,Degree,SSLC,Medium,87,75,68,0,Yes,2,No,No,Good,No
4RA17ME047,17,female,22,Rural,SSLC,Degree,Poor,40,30,31,2,Yes,2,Yes,No,Good,No
4RA17ME048,17,male,20,Rural,PUC/Diploma,PUC/Diploma,Medium,71,66,60,0,Yes,3,No,No,Poor,No
4RA17ME049,17,female,20,Rural,SSLC,PUC/Diploma,Medium,42,56,42,0,Yes,1,Yes,Yes,Good,No
4RA17ME050,17,male,20,Urban,SSLC,SSLC,Medium,80,74,73,0,No,2,Yes,No,Good,No
4RA17ME051,17,female,20,Urban,PUC/Diploma,SSLC,Medium,69,79,83,0,Yes,5,No,No,Poor,Yes
4RA17ME052,17,male,20,Urban,SSLC,PUC/Diploma,Rich,55,54,52,0,No,1,Yes,Yes,Good,No
4RA17ME053,17,female,22,Rural,SSLC,PUC/Diploma,Rich,41,30,27,2,Yes,5,Yes,No,Good,Yes
4RA17ME054,17,female,20,Rural,PUC/Diploma,SSLC,Rich,81,85,80,0,Yes,5,No,Yes,Poor,Yes
4RA17ME055,17,female,20,Rural,SSLC,PUC/Diploma,Medium,83,92,81,0,No,5,Yes,No,Poor,Yes
4RA17ME056,17,male,20,Rural,PUC/Diploma,PUC/Diploma,Poor,71,73,63,0,Yes,5,No,No,Poor,Yes
4RA17ME057,17,male,21,Rural,PUC/Diploma,SSLC,Poor,34,54,57,1,Yes,2,Yes,No,Good,No
4RA17ME058,17,female,20,Urban,SSLC,SSLC,Medium,91,90,88,0,No,5,Yes,No,Good,No
4RA17ME059,17,female,21,Rural,SSLC,Degree,Medium,44,36,34,1,Yes,4,No,No,Poor,No
4RA17ME060,17,male,20,Rural,Degree,SSLC,Medium,72,63,55,0,No,2,Yes,No,Good,Yes
4RA17ME061,17,male,20,Urban,PUC/Diploma,PUC/Diploma,Medium,84,70,72,0,Yes,1,No,No,Good,Yes
4RA17ME062,17,female,20,Rural,Degree,SSLC,Poor,63,73,58,0,Yes,2,No,Yes,Good,Yes
4RA17ME063,17,male,20,Rural,SSLC,PUC/Diploma,Medium,43,35,45,0,No,4,Yes,No,Poor,Yes
4RA17ME064,17,male,21,Urban,SSLC,PUC/Diploma,Rich,36,43,30,1,Yes,5,No,No,Good,Yes
4RA17ME065,17,male,20,Urban,Degree,Degree,Rich,72,76,73,0,No,5,Yes,No,Good,No
4RA17ME066,17,male,20,Rural,Degree,SSLC,Poor,93,82,70,0,No,3,No,Yes,Poor,No
4RA17ME067,17,male,20,Rural,Degree,SSLC,Poor,67,81,83,0,No,2,No,Yes,Good,No
4RA17ME068,17,male,20,Urban,Degree,SSLC,Poor,63,58,66,0,No,2,No,Yes,Poor,Yes
4RA17ME069,17,female,20,Rural,PUC/Diploma,PUC/Diploma,Rich,79,87,69,0,No,5,No,Yes,Poor,No
4RA17ME070,17,female,20,Rural,SSLC,PUC/Diploma,Medium,61,62,62,0,Yes,4,No,Yes,Poor,Yes
4RA17ME071,17,female,20,Rural,PUC/Diploma,Degree,Medium,71,63,49,0,Yes,5,Yes,No,Good,No
4RA17ME072,17,female,20,Urban,PUC/Diploma,PUC/Diploma,Medium,61,59,51,0,No,5,No,No,Good,No
4RA17ME073,17,male,20,Urban,Degree,SSLC,Poor,88,83,75,0,No,5,No,Yes,Poor,No
4RA17ME074,17,female,20,Urban,Degree,PUC/Diploma,Medium,62,64,78,0,Yes,4,Yes,No,Good,No
4RA17ME075,17,female,20,Urban,PUC/Diploma,PUC/Diploma,Medium,69,78,75,0,Yes,5,No,Yes,Good,No
4RA18CS001,18,male,19,Urban,PUC/Diploma,SSLC,Medium,55,59,54,0,No,2,No,No,Poor,No
4RA18CS002,18,male,19,Rural,PUC/Diploma,Degree,Rich,77,62,69,0,Yes,1,Yes,No,Good,No
4RA18CS003,18,male,19,Urban,Degree,PUC/Diploma,Medium,39,39,35,0,No,3,No,Yes,Poor,No
4RA18CS004,18,male,19,Rural,Degree,PUC/Diploma,Poor,86,73,62,0,Yes,4,No,Yes,Good,Yes
4RA18CS006,18,female,19,Urban,Degree,SSLC,Medium,61,70,67,0,No,1,No,Yes,Good,No
4RA18CS007,18,female,19,Rural,Degree,PUC/Diploma,Rich,90,89,78,0,Yes,2,Yes,Yes,Good,Yes
4RA18CS008,18,male,20,Urban,SSLC,Degree,Medium,36,34,50,1,No,4,No,Yes,Poor,Yes
